f: 14, s: 15, c: v, p: vdvvvvvsvvvvvfpv, a: f == v, b: p == v, valid: false
f: 2, s: 8, c: f, p: fffjsfbp, a: f == f, b: p == f, valid: true
f: 9, s: 10, c: v, p: vvvfvvvtvxltsvv, a: v == v, b: x == v, valid: true
f: 6, s: 12, c: j, p: jpvptjqpkjwjr, a: j == j, b: j == j, valid: false
f: 15, s: 16, c: v, p: vvvvvvvvvvvvvvvp, a: v == v, b: p == v, valid: true
f: 6, s: 8, c: q, p: qqpqbqqvqq, a: q == q, b: v == q, valid: true
f: 10, s: 12, c: n, p: nnnnnnnnnnnjn, a: n == n, b: j == n, valid: true
f: 13, s: 14, c: n, p: nnnnnnwnnnnnxgnn, a: x == n, b: g == n, valid: false
f: 2, s: 3, c: k, p: kkkxl, a: k == k, b: k == k, valid: false
f: 2, s: 3, c: w, p: ldmm, a: d == w, b: m == w, valid: false
f: 14, s: 19, c: m, p: fphmmmmmmkmmmbmdmmw, a: b == m, b: w == m, valid: false
f: 4, s: 7, c: w, p: wwwgjwww, a: g == w, b: w == w, valid: true
f: 8, s: 9, c: d, p: dddwdddddd, a: d == d, b: d == d, valid: false
f: 6, s: 7, c: w, p: wwwfwfvtw, a: f == w, b: v == w, valid: false
f: 2, s: 6, c: j, p: hlcpkj, a: l == j, b: j == j, valid: true
f: 1, s: 3, c: m, p: xsmmc, a: x == m, b: m == m, valid: true
f: 1, s: 9, c: b, p: bbbbbbbbbbb, a: b == b, b: b == b, valid: false
f: 1, s: 4, c: z, p: zsgz, a: z == z, b: z == z, valid: false
f: 2, s: 12, c: v, p: vpvvvvvvvvvmvv, a: p == v, b: m == v, valid: false
f: 2, s: 16, c: c, p: vccjrtcckcccckcsc, a: c == c, b: s == c, valid: true
f: 4, s: 15, c: d, p: cqxpptqpwmqbvsvvt, a: p == d, b: v == d, valid: false
f: 2, s: 14, c: q, p: qqqfqwpqzqsmqqvqrxjr, a: q == q, b: q == q, valid: false
f: 9, s: 10, c: w, p: wvkfhfkhwjvw, a: w == w, b: j == w, valid: true
f: 6, s: 10, c: q, p: tqqmqktxqfvq, a: k == q, b: f == q, valid: false
f: 4, s: 11, c: f, p: kvqlfqxfrsf, a: l == f, b: f == f, valid: true
f: 7, s: 14, c: m, p: rmxmmmmmmmmmmmmxmm, a: m == m, b: m == m, valid: false
f: 18, s: 19, c: v, p: vvvvvvvsvvvvvvvvvvvv, a: v == v, b: v == v, valid: false
f: 7, s: 8, c: x, p: fxnxxjjx, a: j == x, b: x == x, valid: true
f: 5, s: 6, c: d, p: dzddrd, a: r == d, b: d == d, valid: true
f: 9, s: 11, c: b, p: bbbbbrbssqtbb, a: s == b, b: t == b, valid: false
f: 14, s: 16, c: x, p: sxxxlxxxxxsxxxxxxxx, a: x == x, b: x == x, valid: false
f: 5, s: 9, c: t, p: wtttttbptttttqttmtt, a: t == t, b: t == t, valid: false
f: 11, s: 13, c: l, p: lllllflllwsll, a: s == l, b: l == l, valid: true
f: 7, s: 8, c: r, p: rrrmprjcv, a: j == r, b: c == r, valid: false
f: 6, s: 9, c: p, p: plvpdzzppptpkpkpgp, a: z == p, b: p == p, valid: true
f: 2, s: 13, c: g, p: chmjgvkvsplztzvtlzl, a: h == g, b: t == g, valid: false
f: 6, s: 8, c: z, p: czzzzjzkg, a: j == z, b: k == z, valid: false
f: 1, s: 5, c: l, p: jlltpfwlrl, a: j == l, b: p == l, valid: false
f: 6, s: 7, c: d, p: jddcggqmdddd, a: g == d, b: q == d, valid: false
f: 3, s: 5, c: c, p: cxbbc, a: b == c, b: c == c, valid: true
f: 13, s: 14, c: p, p: ppqpppppppppbs, a: b == p, b: s == p, valid: false
f: 3, s: 7, c: w, p: rwwnqlw, a: w == w, b: w == w, valid: false
f: 4, s: 5, c: v, p: vvvvv, a: v == v, b: v == v, valid: false
f: 9, s: 10, c: v, p: vvvvvvvvvm, a: v == v, b: m == v, valid: true
f: 3, s: 5, c: z, p: zmxzlz, a: x == z, b: l == z, valid: false
f: 7, s: 8, c: c, p: cccccchdc, a: h == c, b: d == c, valid: false
f: 2, s: 4, c: d, p: drddctmgd, a: r == d, b: d == d, valid: true
f: 3, s: 4, c: n, p: nnnn, a: n == n, b: n == n, valid: false
f: 3, s: 10, c: q, p: cbqszqfqqqbvrrtsfq, a: q == q, b: q == q, valid: false
f: 4, s: 17, c: p, p: pppkppppppppppppwp, a: k == p, b: w == p, valid: false
f: 11, s: 12, c: n, p: nnnnnnnnnnnn, a: n == n, b: n == n, valid: false
f: 14, s: 15, c: d, p: dddddddddddddxn, a: x == d, b: n == d, valid: false
f: 6, s: 11, c: k, p: gbmbzkcmzskpkhp, a: k == k, b: k == k, valid: false
f: 2, s: 10, c: z, p: zrzzzzzzzjzzz, a: r == z, b: j == z, valid: false
f: 1, s: 2, c: q, p: wvqq, a: w == q, b: v == q, valid: false
f: 11, s: 14, c: d, p: ddddddddddhddn, a: h == d, b: n == d, valid: false
f: 2, s: 7, c: h, p: hhhhhhhhxh, a: h == h, b: h == h, valid: false
f: 10, s: 19, c: m, p: mmkmmmmdmmmmmqhvpldm, a: m == m, b: d == m, valid: true
f: 2, s: 10, c: j, p: jbmjjjrcjj, a: b == j, b: j == j, valid: true
f: 7, s: 9, c: c, p: ccccplccccc, a: c == c, b: c == c, valid: false
f: 7, s: 19, c: c, p: cckcbwlcccccccccczp, a: l == c, b: p == c, valid: false
f: 9, s: 13, c: z, p: zzzzzzjmzzzzp, a: z == z, b: p == z, valid: true
f: 16, s: 20, c: j, p: vjkjjcjjrjjmtnbjjjnj, a: j == j, b: j == j, valid: false
